symbol,name,price,exchange,exchangeShortName,type
"HCAL.TO","Hamilton Enhanced Canadian Bank ETF","20.78","Toronto Stock Exchange","TSX","etf",
"XNIF.L","Xtrackers Nifty 50 Swap UCITS ETF","21154.057","London Stock Exchange","LSE","etf",
"FGB.TO","CI Short Term Government Bond Index","18.05","Toronto Stock Exchange","TSX","etf",
"HGR.TO","Harvest Global REIT Leaders Income ETF","5.92","Toronto Stock Exchange","TSX","etf",
"DXJA.L","WisdomTree Japan Equity UCITS ETF","41.72","London Stock Exchange","LSE","etf",
"FBCV","Fidelity Blue Chip Value ETF","30.2757","BATS","ETF","etf",
"252710.KS","Mirae Asset Tiger 200 Futures Inverse 2X ETF","2175","KSE","KSC","etf",
"SHDG","Soundwatch Hedged Equity ETF","26.8306","BATS","ETF","etf",
"TEET.AS","VanEck Sustainable European Equal Weight UCITS ETF","75.36","Amsterdam","EURONEXT","etf",
"GOOY","YieldMax GOOGL Option Income Strategy ETF","17.53","New York Stock Exchange Arca","AMEX","etf",
"IUSA.L","iShares Public Limited Company - iShares S&P 500 UCITS ETF","4187.581","London Stock Exchange","LSE","etf",
"540G.DE","Amundi Index Solutions - Amundi MSCI Eastern Europe Ex Russia","261.8","Frankfurt Stock Exchange","XETRA","etf",
"PLTU.L","UBS AG UBS ETC (CMCI PLATINUM) ","74.115","London Stock Exchange","LSE","etf",
"IGLO.L","iShares Global Govt Bond UCITS ETF USD (Dist)","88.53","London Stock Exchange","LSE","etf",
"MUNS.L","Invesco Markets II Plc - Invesco Us Municipal Bond Fund Ucits ETF","2523","London Stock Exchange","LSE","etf",
"AMEE.DE","Amundi ETF MSCI Europe Energy UCITS ETF","412.35","Frankfurt Stock Exchange","XETRA","etf",
"IB25.MI","iShares V PLC - iShares iBonds Dec 2025 Term € Corp UCITS ETF","5.166","Milan","MIL","etf",
"JPNE.F","Lyxor MSCI Japan ESG Leaders Extra (DR) UCITS ETF","26.435","Frankfurt Stock Exchange","XETRA","etf",
"3LAR.PA","GraniteShares 3x Long Airbus Da","4.782","Paris","EURONEXT","etf",
"USLV","VelocityShares 3x Long Silver ETN Linked to the S&P GSCI Silver Index ER","66.52","NASDAQ Global Market","NASDAQ","etf",
"CLDL","Direxion Daily Cloud Computing Bull 2X Shares","8.76","New York Stock Exchange Arca","AMEX","etf",
"IBCI.L","iShares € Inflation Linked Govt Bond UCITS ETF","190.49","London Stock Exchange","LSE","etf",
"KGRN","KraneShares MSCI China Clean Technology ETF","20.49","New York Stock Exchange Arca","AMEX","etf",
"IHPCF","iShares Public Limited Company - iShares S&P 500 UCITS ETF","52.05","Other OTC","PNK","etf",
"H4ZW.DE","HSBC MSCI EM Latin America UCITS ETF","22.785","Frankfurt Stock Exchange","XETRA","etf",
"IEEU.L","iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc)","10.342","London Stock Exchange","LSE","etf",
"3ARE.L","Leverage Shares 3x Long ARK Innovation ETC","19.037","London Stock Exchange","LSE","etf",
"CORU.L","Corticeira Amorim, S.G.P.S., S.A.","77.31","London Stock Exchange","LSE","etf",
"WALA","Western Alliance Bancorporation SUB DEBENTURS 56","25.37","New York Stock Exchange","NYSE","etf",
"TCGB.L","VanEck iBoxx EUR Corporates UCITS ETF","13.906","London Stock Exchange","LSE","etf",
"BBEG.DE","JPMorgan ETFs (Ireland) ICAV BetaBuilders EUR Govt Bond UCITS ETF","89.98","Frankfurt Stock Exchange","XETRA","etf",
"WBIG","WBI BullBear Yield 3000 ETF","24.14","New York Stock Exchange Arca","AMEX","etf",
"HSPX.L","HSBC ETFs Public Limited Company - HSBC S&P 500 UCITS ETF","4247.5","London Stock Exchange","LSE","etf",
"IQQD.DE","iShares UK Dividend UCITS ETF","8.78","Frankfurt Stock Exchange","XETRA","etf",
"7500.HK","CSOP Hang Seng Index Daily (-2x) Inverse Product","5.06","HKSE","HKSE","etf",
"E500.F","Invesco S&P 500 UCITS ETF (EUR Hdg)","34.5","Frankfurt Stock Exchange","XETRA","etf",
"WTIZ.DE","WisdomTree Japan Equity UCITS ETF","26.725","Frankfurt Stock Exchange","XETRA","etf",
"LYM9.DE","Lyxor New Energy (DR) UCITS ETF Dist","27.905","Frankfurt Stock Exchange","XETRA","etf",
"EMQP.L","EMQQ Emerging Markets Internet & Ecommerce UCITS ETF","760.965","London Stock Exchange","LSE","etf",
"SCHQ","Schwab Long-Term U.S. Treasury ETF","32.67","New York Stock Exchange Arca","AMEX","etf",
"PFEL","AXS 2X PFE Bull Daily ETF","17.4168","NASDAQ Global Market","NASDAQ","etf",
"CNAL.L","Lyxor MSCI China A (DR) UCITS ETF","10809","London Stock Exchange","LSE","etf",
"BZQ","ProShares UltraShort MSCI Brazil Capped","14.54","New York Stock Exchange Arca","AMEX","etf",
"XDJA","Innovator U.S. Equity Accelerated ETF - January","26.8811","BATS","ETF","etf",
"UC67.L","UBS (Lux) Fund Solutions – MSCI USA UCITS ETF","512.87","London Stock Exchange","LSE","etf",
"JP40.DE","Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR","181.46","Frankfurt Stock Exchange","XETRA","etf",
"280320.KS","KINDEX US Internet ETF(Synth H)","15745","KSE","KSC","etf",
"LCRP.L","SPDR Bloomberg 10+ Year U.S. Corporate Bond UCITS ETF","21.17","London Stock Exchange","LSE","etf",
"COPM.SW","iShares Copper Miners UCITS ETF","5.871","Swiss Exchange","SIX","etf",
"SPMV.L","iShares Edge S&P 500 Minimum Volatility UCITS ETF","91.41","London Stock Exchange","LSE","etf",
"ELLE.L","Lyxor Index Fund - Lyxor Global Gender Equality (DR) UCITS ETF","15.505","London Stock Exchange","LSE","etf",
"REML","Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN","5.99","New York Stock Exchange Arca","AMEX","etf",
"GENE.L","UBS (Irl) ETF Public Limited Company - Global Gender Equality UCITS ETF","1512","London Stock Exchange","LSE","etf",
"326240.KS","KB Kbstar IT Plus ETF","18560","KSE","KSC","etf",
"ESIC.L","iShares MSCI Europe Consumer Discretionary Sector UCITS ETF","5.7454","London Stock Exchange","LSE","etf",
"T10G.L","UBS (Lux) Fund Solutions – Bloomberg TIPS 10+ UCITS ETF","923.3","London Stock Exchange","LSE","etf",
"3LTS.L","GraniteShares 3x Long Tesla Daily ETP","3.001","London Stock Exchange","LSE","etf",
"MCEU.PA","Amundi Index Solutions - Amundi MSCI Europe Momentum Factor","107.2","Paris","EURONEXT","etf",
"SPKX","ConvexityShares 1x SPIKES Futures ETF","7.3966","New York Stock Exchange Arca","AMEX","etf",
"DH2O.L","iShares Global Water UCITS ETF USD (Dist)","65.33","London Stock Exchange","LSE","etf",
"VBU.TO","Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged)","22.35","Toronto Stock Exchange","TSX","etf",
"KNOW","Direxion All Cap Insider Sentiment Shares","10.28","New York Stock Exchange Arca","AMEX","etf",
"TGED.TO","TD Active Global Enhanced Dividend ETF","24.33","Toronto Stock Exchange","TSX","etf",
"MGMT","Ballast Small/Mid Cap ETF","35.6552","New York Stock Exchange Arca","AMEX","etf",
"SSLN.L","iShares Physical Silver ETC","2230","London Stock Exchange","LSE","etf",
"WTEM.DE","WisdomTree Global Quality Dividend Growth UCITS ETF","36.135","Frankfurt Stock Exchange","XETRA","etf",
"SC02.DE","Invesco STOXX Europe 600 Optimised Financial Services UCITS ETF","398.1","Frankfurt Stock Exchange","XETRA","etf",
"3ROK.L","Leverage Shares 3x Roku ETC","0.01925","London Stock Exchange","LSE","etf",
"3031.HK","Haitong MSCI China A ESG ETF","8.115","HKSE","HKSE","etf",
"OCTQ","Innovator Premium Income 40 Barrier ETF - October","24.195","Cboe US","ETF","etf",
"3VT.AS","Leverage Shares 3x Long Total World ETP Securities","2.9235","Amsterdam","EURONEXT","etf",
"IS3G.DE","iShares MSCI EMU Large Cap UCITS ETF","58.15","Frankfurt Stock Exchange","XETRA","etf",
"PR1P.DE","Amundi Index Solutions - Amundi Prime US Corporates","16.2","Frankfurt Stock Exchange","XETRA","etf",
"HAUS","Home Appreciation U.S. REIT ETF","17.302","BATS","ETF","etf",
"SABE.L","LEVERAGE SHARES PUBLIC LIMITED ","2.81345","London Stock Exchange","LSE","etf",
"TIPH.L","Multi Units Luxembourg - Lyxor Core US TIPS (DR) UCITS ETF","103.06","London Stock Exchange","LSE","etf",
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","30.2419","NASDAQ Global Market","NASDAQ","etf",
"LVHE","Legg Mason Emerging Markets Low Volatility High Dividend ETF","21.185","BATS","ETF","etf",
"160580.KS","Mirae Asset TIGER Physical Copper ETF","12035","KSE","KSC","etf",
"SPEU","SPDR Portfolio Europe ETF","43.73","New York Stock Exchange Arca","AMEX","etf",
"230480.KS","Kiwoom KOSEF USD Futures Inverse 2X Special Assets ETF Investment Trust - USD-Derivatives (Synth)","5205","KSE","KSC","etf",
"7522.HK","ChinaAMC Direxion NASDAQ-100 Daily (-2x) Inverse Product","0.93","HKSE","HKSE","etf",
"314700.KS","NH-Amundi Hanaro Agriculture Business ETF","10150","KSE","KSC","etf",
"GDXJ.L","VanEck Junior Gold Miners UCITS ETF","37.01","London Stock Exchange","LSE","etf",
"XFR.TO","iShares Floating Rate Index ETF","20.12","Toronto Stock Exchange","TSX","etf",
"FLXG.DE","Franklin LibertyQ Global Equity SRI UCITS ETF","35.745","Frankfurt Stock Exchange","XETRA","etf",
"YAMZ.NE","Amazon (AMZN) Yield Shares Purpose ETF","41.77","Cboe CA","NEO","etf",
"XREA.DE","Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF","52.37","Frankfurt Stock Exchange","XETRA","etf",
"UCT2.DE","MULTI-UNITS LUXEMBOURG - Lyxor US Curve Steepening 2-10 UCITS ETF","86.604","Frankfurt Stock Exchange","XETRA","etf",
"AGBP.L","iShares Core Global Aggregate Bond UCITS ETF","4.51729","London Stock Exchange","LSE","etf",
"JULD","Innovator ETFs Trust - Innovator Premium Income 10 Barrier ETF - July","25.245","New York Stock Exchange","NYSE","etf",
"FRNE.DE","Amundi Index Solutions - Amundi Floating Rate EURO Corporate ESG","105.94","Frankfurt Stock Exchange","XETRA","etf",
"RFUN","ALPS ETF Trust - Riverfront Dynamic Unconstrained Income ETF","25.655","New York Stock Exchange Arca","AMEX","etf",
"RWX","SPDR Dow Jones International Real Estate ETF","24.99","New York Stock Exchange Arca","AMEX","etf",
"MVA.AX","VanEck Australian Property ETF","22.01","Australian Securities Exchange","ASX","etf",
"SOJA","The Southern Company JR SUB NT 2015A","25.02","New York Stock Exchange","NYSE","etf",
"BNDC","FlexShares Core Select Bond Fund","21.7935","New York Stock Exchange Arca","AMEX","etf",
"XLPS.MI","Invesco Consumer Staples S&P US Select Sector UCITS ETF","596.27","Milan","MIL","etf",
"EWO","iShares MSCI Austria ETF","23.22","New York Stock Exchange Arca","AMEX","etf",
"GLDW.L","WisdomTree Core Physical Gold USD ETC","17685","London Stock Exchange","LSE","etf",
"OM3M.F","iShares VII PLC - iShares VII PLC - iShares $ Treasury Bond 3-7yr UCITS ETF","4.3995","Frankfurt Stock Exchange","XETRA","etf",
"FJUN","FT Cboe Vest U.S. Equity Buffer ETF - June","48.13","BATS","ETF","etf",
"AMZZ","GraniteShares 2x Long AMZN Daily ETF","26.98","Nasdaq","NASDAQ","etf",
"WEIX","Dynamic Short Short-Term Volatility Futures ETF","30.1742","New York Stock Exchange Arca","AMEX","etf",
"APRZ","TrueShares Structured Outcome (April) ETF","32.73","BATS","ETF","etf",
"UIFH.F","Amundi Index Solutions - Amundi Index US Gov Inflation-Linked Bond","44.597","Frankfurt Stock Exchange","XETRA","etf",
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","21.04","NASDAQ Global Market","NASDAQ","etf",
"VNGD60.MI","Vanguard LifeStrategy 60% Equity UCITS ETF","27.98","Milan","MIL","etf",
"CBBB.PA","Amundi Index Solutions - Amundi BBB EURO Corporate Investment Grade ESG","14.1024","Paris","EURONEXT","etf",
"BULD","Pacer BlueStar Engineering the Future ETF","22.5994","NASDAQ Global Market","NASDAQ","etf",
"TQQQ","ProShares UltraPro QQQ","67.12","NASDAQ Global Market","NASDAQ","etf",
"83012.HK","Amundi Hang Seng HK 35 Index ETF","13.21","HKSE","HKSE","etf",
"SSDEF","SSgA SPDR ETFs Europe I Public Limited Company - SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF","41.67","Other OTC","PNK","etf",
"205720.KS","Kim Kindex Synth-Japan Inverse ETF(H)","2575","KSE","KSC","etf",
"HEVY","iPath® Pure Beta Industrial Metals ETN","32.29","New York Stock Exchange Arca","AMEX","etf",
"SDCI","USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund","19.06","New York Stock Exchange Arca","AMEX","etf",
"HTWD.L","HSBC MSCI Taiwan Capped UCITS ETF","73.93","London Stock Exchange","LSE","etf",
"WTEU.DE","WisdomTree US Equity Income UCITS ETF","21.05","Frankfurt Stock Exchange","XETRA","etf",
"HDIV","QRAFT AI-Enhanced U.S. High Dividend ETF","31.3748","New York Stock Exchange Arca","AMEX","etf",
"DGRG.L","WisdomTree US Quality Dividend Growth UCITS ETF","3473","London Stock Exchange","LSE","etf",
"1ARKK.AS","LS ARK Innovation Tracker ETC","2.1037","Amsterdam","EURONEXT","etf",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","65.44","NASDAQ Global Market","NASDAQ","etf",
"DXS3.DE","Xtrackers S&P 500 Inverse Daily Swap UCITS ETF","6.589","Frankfurt Stock Exchange","XETRA","etf",
"277640.KS","Mirae Asset TIGER KOSPI LARGECAP ETF","13395","KSE","KSC","etf",
"CVSE","Calvert US Select Equity ETF","63.29","New York Stock Exchange Arca","AMEX","etf",
"SCDL","ETRACS 2x Leveraged US Dividend Factor TR ETN","34.7592","New York Stock Exchange Arca","AMEX","etf",
"LYY5.DE","Lyxor MSCI Europe (DR) UCITS ETF","188.5","Frankfurt Stock Exchange","XETRA","etf",
"3USL.MI","WisdomTree S&P 500 3x Daily Leveraged","84.9","Milan","MIL","etf",
"PIT","VanEck Commodity Strategy ETF","47.915","BATS","ETF","etf",
"DGAZ","VelocityShares 3x Inverse Natural Gas ETN Linked to the S&P GSCI Natural Gas Index ER","452.31","New York Stock Exchange Arca","AMEX","etf",
"WTEB.DE","WisdomTree AT1 CoCo Bond UCITS ETF - EUR Hedged","83.738","Frankfurt Stock Exchange","XETRA","etf",
"XUCS.L","Xtrackers MSCI USA Consumer Staples UCITS ETF","44.2","London Stock Exchange","LSE","etf",
"HELO","J.P. Morgan Exchange-Traded Fun","57.69","New York Stock Exchange Arca","AMEX","etf",
"SPWO","S&P World ETF","22.27","New York Stock Exchange Arca","AMEX","etf",
"FFHG","FormulaFolios Hedged Growth ETF","32.23","BATS","ETF","etf",
"IBDS","iShares iBonds Dec 2027 Term Corporate ETF","23.64","New York Stock Exchange Arca","AMEX","etf",
"UIM6.DE","UBS (Lux) Fund Solutions – MSCI USA UCITS ETF","478.3","Frankfurt Stock Exchange","XETRA","etf",
"GOCT","FT Cboe Vest U.S. Equity Moderate Buffer ETF - October","33.968","Cboe US","ETF","etf",
"PFFL","ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN","9.75","New York Stock Exchange Arca","AMEX","etf",
"ABSLBANETF.BO","Aditya Birla Sun Life Mutual F","50.45","Bombay Stock Exchange","BSE","etf",
"IBCI.MI","iShares € Inflation Linked Govt Bond UCITS ETF","224.15","Milan","MIL","etf",
"VFEA.L","Vanguard FTSE Emerging Markets UCITS ETF","59.7","London Stock Exchange","LSE","etf",
"SUP3.L","WisdomTree Short EUR Long GBP 3x Daily","3699","London Stock Exchange","LSE","etf",
"229200.KS","KODEX KOSDAQ 150","13900","KSE","KSC","etf",
"JPST.L","JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income UCITS ETF","101.405","London Stock Exchange","LSE","etf",
"QPT","AdvisorShares Q Portfolio Blended Allocation ETF","19.1001","New York Stock Exchange Arca","AMEX","etf",
"IBGS.L","iShares € Govt Bond 1-3yr UCITS ETF EUR (Dist)","118.53","London Stock Exchange","LSE","etf",
"EEUD.L","iShares MSCI Europe ESG Enhanced UCITS ETF","5.907","London Stock Exchange","LSE","etf",
"83079.HK","CICC Bloomberg Barclays China Treasury 1-10 Years ETF","120.2","HKSE","HKSE","etf",
"FWRG.L","Invesco FTSE All-World UCITS ETF USD Accumalation","501.9","London Stock Exchange","LSE","etf",
"IBTU.L","iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist)","5.07","London Stock Exchange","LSE","etf",
"IWDD.AS","iShares Core MSCI World UCITS ETF","5.7289","Amsterdam","EURONEXT","etf",
"RISN","Inspire Tactical Large Cap ESG ETF","25.53","New York Stock Exchange Arca","AMEX","etf",
"QDX.TO","Mackenzie International Equity Index ETF","121.44","Toronto Stock Exchange","TSX","etf",
"ACWI.PA","Lyxor Msci All Country World Ucits ETF","440","Paris","EURONEXT","etf",
"DDEZ","WisdomTree Dynamic Currency Hedged Europe Equity Fund","28.2262","BATS","ETF","etf",
"IEFM.L","iShares Edge MSCI Europe Momentum Factor UCITS ETF","955.086","London Stock Exchange","LSE","etf",
"SMOT","VanEck Morningstar SMID Moat ETF","32.07","BATS","ETF","etf",
"360200.KS","Kim Kindex S&P 500 Etf","18530","KSE","KSC","etf",
"EL4F.DE","Deka DAX (ausschüttend) UCITS ETF","71.26","Frankfurt Stock Exchange","XETRA","etf",
"PMOM","Principal Sustainable Momentum Index ETF","27.69","NASDAQ Global Market","NASDAQ","etf",
"289250.KS","Mirae Asset Tiger Msci Korea Esg Universal ETF","10815","KSE","KSC","etf",
"SEML.MI","iShares J.P. Morgan EM Local Govt Bond UCITS ETF","40.17","Milan","MIL","etf",
"FXRB.ME","FinEx Tradable Russian Corporate Bonds UCITS ETF (RUB)","14.3","Moscow Stock Exchange","MCX","etf",
"RCB.AX","Russell Investments Australian Select Corporate Bond ETF","19.98","Australian Securities Exchange","ASX","etf",
"3SIL.MI","WisdomTree Silver 3x Daily Leveraged","59.79","Milan","MIL","etf",
"MCHS.L","Invesco Markets II PLC - Invesco MSCI China All Shares Connect Ucits ETF","1754.2","London Stock Exchange","LSE","etf",
"8OUU.DE","Amundi Index Solutions - Amundi Global AGG SRI","41.477","Frankfurt Stock Exchange","XETRA","etf",
"XFNT.MI","Xtrackers MSCI Fintech Innovation UCITS ETF","36.135","Milan","MIL","etf",
"JPPS.DE","JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income UCITS ETF","94.23","Frankfurt Stock Exchange","XETRA","etf",
"DCG.TO","Desjardins 1-5 Year Laddered Canadian Government Bond Index ETF","17.84","Toronto Stock Exchange","TSX","etf",
"VMIG.L","Vanguard FTSE 250 UCITS ETF","36.22","London Stock Exchange","LSE","etf",
"ESGF.TO","BMO ESG US Corporate Bond Hedged to CAD Index ETF","23.84","Toronto Stock Exchange","TSX","etf",
"SC0I.DE","Invesco MSCI Japan UCITS ETF","74.808","Frankfurt Stock Exchange","XETRA","etf",
"3AMD.MI","Leverage Shares 3x AMD ETP","2.854","Milan","MIL","etf",
"SMTH","Alps Etf Trust - Alps/Smith Core Plus Bond ETF","25.49","New York Stock Exchange Arca","AMEX","etf",
"CGBI.AS","iShares China CNY Govt Bond UCITS ETF","4.8947","Amsterdam","EURONEXT","etf",
"KRMA","Global X Conscious Companies ETF","36.57","NASDAQ Global Market","NASDAQ","etf",
"COPX.L","Global X Copper Miners UCITS ETF","34.03","London Stock Exchange","LSE","etf",
"XEC1.F","Xtrackers II EUR Corporate Bond UCITS ETF","7.6052","Frankfurt Stock Exchange","XETRA","etf",
"NSAV.NE","Ninepoint High Interest Savings Fund","50.41","NEO","NEO","etf",
"SYGP.JO","Sygnia Itrix Global Property ETF","4706","Johannesburg","JNB","etf",
"XCS6.L","Xtrackers MSCI China UCITS ETF","13.935","London Stock Exchange","LSE","etf",
"HEWI","iShares Currency Hedged MSCI Italy ETF","15.695","New York Stock Exchange Arca","AMEX","etf",
"ISDB","Invesco Short Duration Bond ETF","24.7601","BATS","ETF","etf",
"UD04.L","UBS (Lux) Fund Solutions – Factor MSCI EMU Quality UCITS ETF","2325.75","London Stock Exchange","LSE","etf",
"SILJ","ETFMG Prime Junior Silver Miners ETF","11.49","New York Stock Exchange Arca","AMEX","etf",
"INES.AX","Intelligent Investor Ethical Share ETF","3.47","Australian Securities Exchange","ASX","etf",
"EEP.PA","BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe","7.394","Paris","EURONEXT","etf",
"SRIU.L","UBS (Irl) ETF plc - MSCI USA Socially Responsible UCITS ETF","1359.368","London Stock Exchange","LSE","etf",
"MCRO","IQ Hedge Macro Tracker ETF","25.7972","New York Stock Exchange Arca","AMEX","etf",
"XMCJ.SW","Xtrackers MSCI Japan UCITS ETF","26.625","Swiss Exchange","SIX","etf",
"XSW","SPDR S&P Software & Services ETF","145.81","New York Stock Exchange Arca","AMEX","etf",
"ZSB","USCF Sustainable Battery Metals Strategy Fund","15.56","New York Stock Exchange Arca","AMEX","etf",
"EUDV","ProShares MSCI Europe Dividend Growers ETF","49.7836","BATS","ETF","etf",
"AFIN.DE","Amundi Index Solutions - Amundi EURO Corporate Financials ESG","124.46","Frankfurt Stock Exchange","XETRA","etf",
"LYY4.DE","Lyxor Japan (Topix) (DR) UCITS ETF","160.025","Frankfurt Stock Exchange","XETRA","etf",
"IUSU.L","iShares V Public Limited Company - iShares S&P 500 Utilities Sector UCITS ETF","646.886","London Stock Exchange","LSE","etf",
"OND","ProShares On-Demand ETF","29.0901","New York Stock Exchange Arca","AMEX","etf",
"REDV","Invesco Emerging Markets Ultra Dividend Revenue ETF","22.98","New York Stock Exchange Arca","AMEX","etf",
"M9SD.DE","Market Access NYSE Arca Gold BUGS Index UCITS ETF","101.44","Frankfurt Stock Exchange","XETRA","etf",
"LTUG.DE","Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF","102.2","Frankfurt Stock Exchange","XETRA","etf",
"BALTF","iPath Bloomberg Cotton Subindex Total Return(SM) ETN","70","Other OTC","PNK","etf",
"ECOZ","TrueShares ESG Active Opportunities ETF","38.61","New York Stock Exchange Arca","AMEX","etf",
"LQD","iShares iBoxx $ Investment Grade Corporate Bond ETF","106.96","New York Stock Exchange Arca","AMEX","etf",
"METL.AS","iShares Essential Metals Produc","5.5368","Amsterdam","EURONEXT","etf",
"PLUG.L","LS 1x Plug Power Tracker ETC","38.44","London Stock Exchange","LSE","etf",
"YPS","Arrow Reverse Cap 500 ETF","22.35","BATS","ETF","etf",
"EGRG.L","WisdomTree Issuer ICAV - WisdomTree Eurozone Quality Dividend Growth UCITS ETF","2212","London Stock Exchange","LSE","etf",
"INRO","BlackRock U.S. Industry Rotation ETF","25.3761","NASDAQ Global Market","NASDAQ","etf",
"FLXD.L","Franklin LibertyShares ICAV - Franklin LibertyQ European Dividend UCITS ETF","23.705","London Stock Exchange","LSE","etf",
"LYEB.DE","Lyxor ESG Euro Corporate Bond UCITS ETF - Acc","143.685","Frankfurt Stock Exchange","XETRA","etf",
"SXRV.DE","iShares NASDAQ 100 UCITS ETF USD (Acc)","1006.4","Frankfurt Stock Exchange","XETRA","etf",
"RPDH.TO","RBC Quant European Dividend Leaders (CAD Hedged) ETF","27.6","Toronto Stock Exchange","TSX","etf",
"EU13.L","SPDR Bloomberg 1-3 Year Euro Government Bond UCITS ETF","50.985","London Stock Exchange","LSE","etf",
"ETLI.DE","L&G Pharma Breakthrough UCITS ETF","9.007","Frankfurt Stock Exchange","XETRA","etf",
"SC03.F","Invesco STOXX Europe 600 Optimised Food & Beverage UCITS ETF","446.7","Frankfurt Stock Exchange","XETRA","etf",
"RIZF.DE","Rize Sustainable Future of Food UCITS ETF","3.6605","Frankfurt Stock Exchange","XETRA","etf",
"287310.KS","KB Asset Management Co., Ltd. - KBStar Consumer Discretionary ETF Fund","10855","KSE","KSC","etf",
"3USL.L","WisdomTree S&P 500 3x Daily Leveraged","91.37","London Stock Exchange","LSE","etf",
"WELN.DE","Amundi S&P Global Energy Carbon Reduced UCITS ETF","10.966","Munich","XETRA","etf",
"JREI.L","JPMorgan ETFs (Ireland) ICAV - Japan Research Enhanced Index Equity (ESG) UCITS ETF","27.514","London Stock Exchange","LSE","etf",
"EEM","iShares MSCI Emerging Markets ETF","42.04","New York Stock Exchange Arca","AMEX","etf",
"IBHE","iShares iBonds 2025 Term High Yield and Income ETF","23.19","BATS","ETF","etf",
"XDEM.L","Xtrackers MSCI World Momentum UCITS ETF","5036.61","London Stock Exchange","LSE","etf",
"VVO.TO","Vanguard Global Minimum Volatility ETF","35.51","Toronto Stock Exchange","TSX","etf",
"UDEC","Innovator S&P 500 Ultra Buffer ETF - December","34.05","BATS","ETF","etf",
"EUSR.L","UBS (Lux) Fund Solutions – MSCI EMU Socially Responsible UCITS ETF","1800.044","London Stock Exchange","LSE","etf",
"WBIF","WBI BullBear Value 3000 ETF","29.6903","New York Stock Exchange Arca","AMEX","etf",
"CUK.L","Amundi ETF MSCI UK UCITS ETF","21195","London Stock Exchange","LSE","etf",
"WRND","IQ Global Equity R&D Leaders ETF","29.143","New York Stock Exchange Arca","AMEX","etf",
"IDTM.L","iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist)","168.67","London Stock Exchange","LSE","etf",
"GDIG.L","VanEck Global Mining UCITS ETF","33.05","London Stock Exchange","LSE","etf",
"YLCO","Global X YieldCo & Renewable Energy Income ETF","18.14","NASDAQ Global Select","NASDAQ","etf",
"TANN.L","HANetf ICAV - Solar Energy UCITS ETF","4.1265","London Stock Exchange","LSE","etf",
"FLXG.L","Franklin LibertyQ Global Equity SRI UCITS ETF","30.38","London Stock Exchange","LSE","etf",
"GSEM.L","Goldman Sachs ActiveBeta Emerging Market Equity UCITS ETF","27.415","London Stock Exchange","LSE","etf",
"VGMF.AX","Vanguard Global Multi-Factor Active ETF (Managed Fund)","52.4","Australian Securities Exchange","ASX","etf",
"FRUE.L","Franklin LibertyQ U.S. Equity UCITS ETF","54.54","London Stock Exchange","LSE","etf",
"VUTY.L","Vanguard USD Treasury Bond UCITS ETF","16.8248","London Stock Exchange","LSE","etf",
"FAIL","Cambria Global Tail Risk ETF","16.54","BATS","ETF","etf",
"PYS","PPlus Trust Series RRD-1 RRD-1 CTF CL A","20.86","New York Stock Exchange","NYSE","etf",
"IBCI.DE","iShares € Inflation Linked Govt Bond UCITS ETF","224.36","Frankfurt Stock Exchange","XETRA","etf",
"EUO","ProShares UltraShort Euro","31.22","New York Stock Exchange Arca","AMEX","etf",
"EMCH.SW","iShares J.P. Morgan $ EM Bond UCITS ETF","4.3958","Swiss Exchange","SIX","etf",
"SPFV.DE","SPDR Bloomberg Global Aggregate Bond USD Hdg UCITS ETF Acc","29.075","Frankfurt Stock Exchange","XETRA","etf",
"LOPP","Gabelli Love Our Planet & People ETF","26.7005","New York Stock Exchange Arca","AMEX","etf",
"XDG.TO","iShares Core MSCI Global Quality Dividend Index ETF","25.65","Toronto Stock Exchange","TSX","etf",
"IPFF","iShares International Preferred Stock ETF","16.6201","BATS","ETF","etf",
"FIYY","Barclays ETN+ FI Enhanced Global High Yield ETN B","103.263","New York Stock Exchange Arca","AMEX","etf",
"UEFR.DE","UBS (Lux) Fund Solutions – Bloomberg Euro Area Liquid Corporates UCITS ETF","93.74","Frankfurt Stock Exchange","XETRA","etf",
"SUSW.L","iShares MSCI World SRI UCITS ETF EUR (Acc)","10.795","London Stock Exchange","LSE","etf",
"CZX.DE","Expat Czech PX UCITS ETF","1.3486","Frankfurt Stock Exchange","XETRA","etf",
"ZWQT.TO","Bmo Global Enhanced Income Fund","16.52","Toronto Stock Exchange","TSX","etf",
