symbol,name,price,exchange,exchangeShortName,type
"CBUI.DE","iShares MSCI World Value Factor ESG UCITS ETF","5.367","Frankfurt Stock Exchange","XETRA","etf",
"SPXS","Direxion Daily S&P 500 Bear 3X Shares","8.42","New York Stock Exchange Arca","AMEX","etf",
"PUIG.DE","Invesco USD Corporate Bond ESG UCITS ETF","16.9485","Frankfurt Stock Exchange","XETRA","etf",
"BLUE.PA","BNP Paribas Easy - ECPI Global ESG Blue Economy","16.4836","Paris","EURONEXT","etf",
"HAZ.TO","Horizons Active Global Dividend ETF","35.08","Toronto Stock Exchange","TSX","etf",
"WELL.L","HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF","7.044","London Stock Exchange","LSE","etf",
"3SPA.PA","GraniteShares 3x Short Palantir","0.0017","Paris","EURONEXT","etf",
"HXT.TO","Horizons S&P/TSX 60 Index ETF","56.34","Toronto Stock Exchange","TSX","etf",
"IUSP.L","iShares US Property Yield UCITS ETF","2128.5","London Stock Exchange","LSE","etf",
"XBAK.F","Xtrackers MSCI Pakistan Swap UCITS ETF","0.522","Frankfurt Stock Exchange","XETRA","etf",
"USAU.L","Lyxor MSCI USA ESG Broad CTB (DR) UCITS ETF","426.16","London Stock Exchange","LSE","etf",
"HSEU.MI","HSBC Europe Sustainable Equity UCITS ETF","15.888","Milan","MIL","etf",
"GRX.DE","Expat Greece ASE UCITS ETF","1.2008","Frankfurt Stock Exchange","XETRA","etf",
"ZAG.TO","BMO Aggregate Bond Index ETF","13.56","Toronto Stock Exchange","TSX","etf",
"HPRO.L","HSBC FTSE EPRA NAREIT Developed UCITS ETF","1583.965","London Stock Exchange","LSE","etf",
"BUOY.L","Lyxor Index Fund - Lyxor $ Floating Rate Note UCITS ETF","101.565","London Stock Exchange","LSE","etf",
"XBAL.TO","iShares Core Balanced ETF Portfolio","28.41","Toronto Stock Exchange","TSX","etf",
"LSGR","Natixis ETF Trust II Natixis Lo","32.84","New York Stock Exchange Arca","AMEX","etf",
"NREA.TO","NBI Global Real Assets Income ETF","20.06","Toronto Stock Exchange","TSX","etf",
"FWD","Ab Disruptors ETF","74.9","New York Stock Exchange Arca","AMEX","etf",
"PRIT.L","Amundi Index Solutions - Amundi Prime US Treasury UCITS ETF DR","1450.858","London Stock Exchange","LSE","etf",
"SETF10GILT.NS","SBI Nifty 10 yr Benchmark G-Sec ETF","231.86","National Stock Exchange of India","NSE","etf",
"IS3U.DE","iShares MSCI France UCITS ETF","57.36","Frankfurt Stock Exchange","XETRA","etf",
"SOJB","The Southern Company JR SUB NT 76","25.04","New York Stock Exchange","NYSE","etf",
"XSOE.L","WisdomTree Emerging Markets ex-State-Owned Enterprises ESG Screened UCITS ETF","20.78","London Stock Exchange","LSE","etf",
"IHOO.AX","iShares Global 100 AUD Hedged ETF","174.61","Australian Securities Exchange","ASX","etf",
"BSMC","Brandes U.S. Small-Mid Cap Value ETF","29.1","CBOE BZX","CBOE","etf",
"VSLU","Applied Finance Valuation Large Cap US ETF","33.37","New York Stock Exchange Arca","AMEX","etf",
"3USS.MI","WisdomTree S&P 500 3x Daily Short","21.51","Milan","MIL","etf",
"BLCK.TO","First Trust Indxx Innovative Transaction and Process ETF","29.47","Toronto Stock Exchange","TSX","etf",
"NUDM","Nuveen ESG International Developed Markets Equity ETF","31.58","BATS","ETF","etf",
"354350.KS","Nh-Amundi Hanaro Global Luxury S&P ETF","19305","KSE","KSC","etf",
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF","44.79","NASDAQ Global Market","NASDAQ","etf",
"IYE","iShares U.S. Energy ETF","47.45","New York Stock Exchange Arca","AMEX","etf",
"BTAL","AGFiQ U.S. Market Neutral Anti-Beta Fund","19.305","New York Stock Exchange Arca","AMEX","etf",
"CRPH.SW","iShares Global Corp Bond EUR Hedged UCITS ETF (Dist)","86.784","Swiss Exchange","SIX","etf",
"HERG.L","Global X Video Games & Esports UCITS ETF","7.885","London Stock Exchange","LSE","etf",
"QDVB.DE","iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc)","12.888","Frankfurt Stock Exchange","XETRA","etf",
"OZY.NZ","Smartshares Aus Top 20","4.739","NZSE","NZE","etf",
"EMEC.DE","BNP Paribas Easy ECPI Circular Economy Leaders","19.14","Frankfurt Stock Exchange","XETRA","etf",
"WEMG.AX","SPDR S&P Emerging Markets Carbon Control Fund","23.15","Australian Securities Exchange","ASX","etf",
"CE9U.L","Amundi Index Solutions - Amundi MSCI Eastern Europe Ex Russia","288.675","London Stock Exchange","LSE","etf",
"211900.KS","KODEX Dividend Growth","15415","KSE","KSC","etf",
"DIV.AX","UBS IQ Morningstar Australia Dividend Yield ETF","19.8","Australian Securities Exchange","ASX","etf",
"EMGA.L","iShares J.P. Morgan EM Local Govt Bond UCITS ETF","4.691","London Stock Exchange","LSE","etf",
"AIAI.L","L&G Artificial Intelligence UCITS ETF","18.968","London Stock Exchange","LSE","etf",
"ADPV","Adaptiv Select ETF","29.9408","New York Stock Exchange Arca","AMEX","etf",
"SPPB.L","iShares V PLC - iShares Spain Govt Bond UCITS ETF EUR (Dist)","5.134","London Stock Exchange","LSE","etf",
"EXHA.DE","iShares eb.rexx Government Germany UCITS ETF (DE)","121.005","Frankfurt Stock Exchange","XETRA","etf",
"CSCA.SW","iShares VII PLC - iShares MSCI Canada UCITS ETF","240.05","Swiss Exchange","SIX","etf",
"ETPMPM.AX","Global X Physical Precious Metals Basket","0","Australian Securities Exchange","ASX","etf",
"HMAD.L","HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF","47.58","London Stock Exchange","LSE","etf",
"HPEM.L","HSBC ETFS PLC","13.13","London Stock Exchange","LSE","etf",
"139270.KS","Mirae Asset TIGER Financials ETF","7810","KSE","KSC","etf",
"D5BB.DE","Xtrackers II Germany Government Bond UCITS ETF 1D","167.245","Frankfurt Stock Exchange","XETRA","etf",
"105780.KS","KB KBSTAR Top5 Group Securities ETF Investment Fund - Equity","6605","KSE","KSC","etf",
"PGMB","iPath B Bloomberg Platinum Ttl Ret ETN","41.4465","New York Stock Exchange Arca","AMEX","etf",
"HPAO.L","HSBC ETFs PLC - HSBC MSCI World Climate Paris Aligned UCITS ETF","21.6334","London Stock Exchange","LSE","etf",
"HYGW","iShares High Yield Corporate Bond Buywrite Strategy ETF","32.57","BATS","ETF","etf",
"3TYL.MI","WisdomTree US Treasuries 10Y 3x Daily Leveraged","66.48","Milan","MIL","etf",
"3CFL.L","WisdomTree Coffee 3x Daily Leveraged","4.897","London Stock Exchange","LSE","etf",
"IUS2.DE","iShares V PLC - iShares S&P U.S. Banks UCITS ETF","4.6845","Frankfurt Stock Exchange","XETRA","etf",
"POTX","Global X Cannabis ETF","5.15","NASDAQ Global Market","NASDAQ","etf",
"C13.PA","Amundi ETF Govt Bond Euro Broad Investment Grade 1-3 UCITS ETF DR","162.28","Paris","EURONEXT","etf",
"SMLP.DE","Invesco Morningstar US Energy Infrastructure MLP UCITS ETF","114.36","Frankfurt Stock Exchange","XETRA","etf",
"XFVT.L","Xtrackers FTSE Vietnam Swap UCITS ETF","2146","London Stock Exchange","LSE","etf",
"E909.F","Lyxor 1 DAX 50 ESG (DR) UCITS ETF","37.065","Frankfurt Stock Exchange","XETRA","etf",
"V60A.DE","Vanguard LifeStrategy 60% Equity UCITS ETF","29.795","Frankfurt Stock Exchange","XETRA","etf",
"UC15.L","UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF","8346","London Stock Exchange","LSE","etf",
"3LDA.PA","GraniteShares 3x Long Danone Da","3.391","Paris","EURONEXT","etf",
"ISEM","Invesco RAFI Strategic Emerging Markets ETF","23.435","NASDAQ Global Market","NASDAQ","etf",
"JPEU.AS","WisdomTree Short JPY Long EUR","54.372","Amsterdam","EURONEXT","etf",
"SC0Y.F","Invesco STOXX Europe 600 Optimised Insurance UCITS ETF","138.06","Frankfurt Stock Exchange","XETRA","etf",
"V3AA.L","Vanguard Funds Public Limited Company - Vanguard ESG Global All Cap UCITS ETF","5.982","London Stock Exchange","LSE","etf",
"CIND.L","iShares VII Public Limited Company - iShares Dow Jones Industrial Average UCITS ETF","460.33","London Stock Exchange","LSE","etf",
"RQI.TO","RBC Target 2021 Corporate Bond Index ETF","19.32","Toronto Stock Exchange","TSX","etf",
"FXMM.ME","FinEx Funds Public Limited Company - FinEx Cash Equivalents UCITS ETF","1649","Moscow Stock Exchange","MCX","etf",
"SUGA.L","WisdomTree Sugar","11.67","London Stock Exchange","LSE","etf",
"3LBN.PA","GraniteShares 3x Long BNP Daily","5.178","Paris","EURONEXT","etf",
"LYS4.DE","Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 1-3Y (DR) UCITS ETF","96.522","Frankfurt Stock Exchange","XETRA","etf",
"XLVS.L","Invesco Health Care S&P US Select Sector UCITS ETF","702.86","London Stock Exchange","LSE","etf",
"FUSA.DE","Fidelity US Quality Income ETF Acc","11.032","Frankfurt Stock Exchange","XETRA","etf",
"LDME.L","L&G Quality Equity Dividends ESG Exclusions Emerging Markets UCITS ETF","777.6","London Stock Exchange","LSE","etf",
"UBTP.L","UBS (Lux) Fund Solutions – Bloomberg TIPS 1-10 UCITS ETF","1453.75","London Stock Exchange","LSE","etf",
"CGAA.TO","CI Global Asset Allocation Private Pool ETF","26.65","Toronto Stock Exchange","TSX","etf",
"JHME","John Hancock Multifactor Energy ETF","34.5527","New York Stock Exchange Arca","AMEX","etf",
"QLC","FlexShares US Quality Large Cap Index Fund","60.0254","BATS","ETF","etf",
"DXP.TO","Dynamic Active Preferred Shares ETF","21.26","Toronto Stock Exchange","TSX","etf",
"EB3M.DE","iShares J.P. Morgan € EM Bond UCITS ETF","4.1771","Frankfurt Stock Exchange","XETRA","etf",
"SAUA.MI","iShares MSCI USA ESG Screened UCITS ETF","6.085","Milan","MIL","etf",
"MSAP.L","Source Markets Plc - Invesco Msci Saudi Arabia Ucits ETF","2317","London Stock Exchange","LSE","etf",
"EZT","Entergy Texas, Inc.","25.22","New York Stock Exchange","NYSE","etf",
"MGC","Vanguard Mega Cap Index Fund","192.63","New York Stock Exchange Arca","AMEX","etf",
"IQSU","IQ Candriam ESG US Equity ETF","44.5204","New York Stock Exchange Arca","AMEX","etf",
"QDVF.DE","iShares V PLC - iShares S&P 500 Energy Sector UCITS ETF USD (Acc)","8.284","Frankfurt Stock Exchange","XETRA","etf",
"SSWA","Seaspan Corporation 7.125% NT DUE 27","24.84","New York Stock Exchange","NYSE","etf",
"SPP3.DE","SPDR Bloomberg 3-7 Year U.S. Treasury Bond UCITS ETF","25.479","Frankfurt Stock Exchange","XETRA","etf",
"TUSB.TO","TD Select U.S. Short Term Corporate Bond Ladder ETF","13.92","Toronto Stock Exchange","TSX","etf",
"LERN.DE","Rize Education Tech and Digital Learning UCITS ETF","2.067","Frankfurt Stock Exchange","XETRA","etf",
"LEM.PA","Lyxor MSCI Emerging Markets UCITS ETF","12.151","Paris","EURONEXT","etf",
"DFE.TO","Desjardins Emerging Markets Multifactor-Controlled Volatility ETF","17.25","Toronto Stock Exchange","TSX","etf",
"IGF","iShares Global Infrastructure ETF","49.48","NASDAQ Global Market","NASDAQ","etf",
"MORE","ASYMmetric Smart Income ETF","22.3348","New York Stock Exchange Arca","AMEX","etf",
"QQQY","Defiance Nasdaq 100 Enhanced Options Income ETF","14.58","NASDAQ Global Market","NASDAQ","etf",
"SLUS.DE","iShares MSCI USA ESG Screened UCITS ETF","9.357","Frankfurt Stock Exchange","XETRA","etf",
"CHEP","AGFiQ U.S. Market Neutral Value Fund","15.0202","New York Stock Exchange Arca","AMEX","etf",
"RITA","ETFB Green SRI REITs ETF","18.7575","New York Stock Exchange Arca","AMEX","etf",
"EQQS.L","Invesco NASDAQ-100 Swap UCITS ETF","58.9","London Stock Exchange","LSE","etf",
"XBI","SPDR S&P Biotech ETF","91.39","New York Stock Exchange Arca","AMEX","etf",
"5MVL.DE","iShares Edge MSCI EM Value Factor UCITS ETF","45.84","Frankfurt Stock Exchange","XETRA","etf",
"CMFP.L","L&G Longer Dated All Commodities UCITS ETF","1806.5","London Stock Exchange","LSE","etf",
"LEED.L","WisdomTree Lead","20.6175","London Stock Exchange","LSE","etf",
"MTUM","iShares MSCI USA Momentum Factor ETF","189.29","BATS","ETF","etf",
"EXT","WisdomTree U.S. ESG Fund","28.8271","New York Stock Exchange Arca","AMEX","etf",
"VIOO","Vanguard S&P Small-Cap 600 Index Fund","98.19","New York Stock Exchange Arca","AMEX","etf",
"LSIL.L","WisdomTree Silver 2x Daily Leveraged","7.12","London Stock Exchange","LSE","etf",
"FVUB.L","Franklin FTSE Brazil UCITS ETF","18.67952","London Stock Exchange","LSE","etf",
"SGLU.AS","iShares Global Govt Bond UCITS ETF","4.7496","Amsterdam","EURONEXT","etf",
"PHPT.L","WisdomTree Physical Platinum","89.6","London Stock Exchange","LSE","etf",
"UBUT.DE","UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF","46.54","Frankfurt Stock Exchange","XETRA","etf",
"D5BI.DE","Xtrackers MSCI Mexico UCITS ETF","5.69","Frankfurt Stock Exchange","XETRA","etf",
"RUSB.TO","RBC Short Term U.S. Corporate Bond ETF","20.47","Toronto Stock Exchange","TSX","etf",
"EL48.DE","Deka iBoxx € Liquid Germany Covered Diversified UCITS ETF","97.6","Frankfurt Stock Exchange","XETRA","etf",
"83168.HK","Hang Seng RMB Gold ETF","35.9","HKSE","HKSE","etf",
"FXN","First Trust Energy AlphaDEX Fund","18.24","New York Stock Exchange Arca","AMEX","etf",
"GPAB.L","Lyxor Net Zero 2050 S&P World Climate PAB (DR) UCITS ETF - Acc","26.905","London Stock Exchange","LSE","etf",
"SUSS.L","iShares € Corp Bond 0-3yr ESG UCITS ETF","413.95","London Stock Exchange","LSE","etf",
"CMCI.L","UBS ETC Notes linked to the UBS Bloomberg CMCI Composite USD Total Return Index","1552.4","London Stock Exchange","LSE","etf",
"SSAC.L","iShares V PLC - iShares MSCI ACWI UCITS ETF USD (Acc)","6528","London Stock Exchange","LSE","etf",
"HWWA.L","HSBC Multi Factor Worldwide Equity UCITS ETF","22.6122","London Stock Exchange","LSE","etf",
"DTD","WisdomTree U.S. Total Dividend Fund","70.1004","New York Stock Exchange Arca","AMEX","etf",
"MASPTOP50.NS","Mirae Asset S&P 500 Top 50 ETF","43.6","National Stock Exchange of India","NSE","etf",
"HMLSF","Horizons Marijuana Life Sciences Index ETF","7.87","Other OTC","PNK","etf",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","27.24","NASDAQ Global Market","NASDAQ","etf",
"WRCY.L","WisdomTree Recycling Decarbonisation UCITS ETF","16.155","London Stock Exchange","LSE","etf",
"CRED.AX","BetaShares Australian Investment Grade Corporate Bond ETF","22.68","Australian Securities Exchange","ASX","etf",
"9406.SR","Albilad Capital - Msci US Equity ETF","11.48","Saudi","SAU","etf",
"IBD","Inspire Corporate Bond Impact ESG ETF","23.37","New York Stock Exchange Arca","AMEX","etf",
"SPFU.DE","SPDR Bloomberg Global Aggregate Bond USD Hdg UCITS ETF Acc","29.609","Frankfurt Stock Exchange","XETRA","etf",
"NDJI","Nationwide Dow Jones Risk-Managed Income ETF","21.4563","New York Stock Exchange Arca","AMEX","etf",
"CHNA","Loncar China BioPharma ETF","13.53","NASDAQ Global Market","NASDAQ","etf",
"RNMC","First Trust Mid Cap US Equity Select ETF","31.68","NASDAQ Global Market","NASDAQ","etf",
"139660.KS","KOSEF USD Inverse Futures","8600","KSE","KSC","etf",
"SXR0.DE","iShares Edge MSCI World Minimum Volatility UCITS ETF","7.374","Frankfurt Stock Exchange","XETRA","etf",
"SMU.L","Leverage Shares -1x Micron Technology ETC","626.5","London Stock Exchange","LSE","etf",
"OBIL","The RBB Fund, Inc. - US Treasury 12 Month Bill ETF","49.715","NASDAQ Global Market","NASDAQ","etf",
"195970.KS","Hanwha Arirang Synth MSCI EAFE ETF","12305","KSE","KSC","etf",
"QMJ","Direxion S&P 500 High minus Low Quality ETF","68.445","New York Stock Exchange Arca","AMEX","etf",
"UCHF","Citigroup ETNs linked to the VelocityShares Daily 4X Long CHF vs. USD Index","23.5557","New York Stock Exchange Arca","AMEX","etf",
"EQAC.SW","Invesco EQQQ NASDAQ-100 UCITS ETF","322.7","Swiss Exchange","SIX","etf",
"XQUE.DE","Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF","8.418","Frankfurt Stock Exchange","XETRA","etf",
"UFO","Procure Space ETF","16.2","NASDAQ Global Market","NASDAQ","etf",
"ROUS","Hartford Multifactor US Equity ETF","47.63","New York Stock Exchange Arca","AMEX","etf",
"INDA.DE","Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF","47.625","Frankfurt Stock Exchange","XETRA","etf",
"RQH.TO","RBC Target 2020 Corporate Bond Index ETF","19.66","Toronto Stock Exchange","TSX","etf",
"JNK","SPDR Bloomberg High Yield Bond ETF","93.93","New York Stock Exchange Arca","AMEX","etf",
"CBUX.DE","ISHS GL IN ()DLA","4.913","Frankfurt Stock Exchange","XETRA","etf",
"XWD1.F","Xtrackers MSCI World Swap UCITS ETF","16.5615","Frankfurt Stock Exchange","XETRA","etf",
"SQEW","LeaderShares Equity Skew ETF","32.59","New York Stock Exchange Arca","AMEX","etf",
"MAYT","AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer10 May ETF","30.9278","New York Stock Exchange Arca","AMEX","etf",
"HLFE.TO","Harvest Canadian Equity Enhanced Income Leaders ETF","9.9","Toronto Stock Exchange","TSX","etf",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","27.7741","NASDAQ Global Market","NASDAQ","etf",
"HTAB","Hartford Schroders Tax-Aware Bond ETF","19.29","New York Stock Exchange Arca","AMEX","etf",
"EL4R.DE","Deka Deutsche Börse EUROGOV Germany UCITS ETF","87.74","Frankfurt Stock Exchange","XETRA","etf",
"9E0E.DE","Amundi Index Solutions - Amundi Index Euro AGG SRI","44.302","Frankfurt Stock Exchange","XETRA","etf",
"CMDY","iShares Bloomberg Roll Select Broad Commodity ETF","49.5511","New York Stock Exchange Arca","AMEX","etf",
"BEPR.TO","Brompton Flaherty & Crumrine Enhanced Investment Grade Preferred ETF","8.92","Toronto Stock Exchange","TSX","etf",
"ISVL","iShares International Developed Small Cap Value Factor ETF","35.9","BATS","ETF","etf",
"SDOG","ALPS Sector Dividend Dogs ETF","53.6465","New York Stock Exchange Arca","AMEX","etf",
"D5BL.DE","Xtrackers MSCI Europe Value UCITS ETF","32.245","Frankfurt Stock Exchange","XETRA","etf",
"ARG3.L","Leverage Shares 3x Long ARK Genomic Revolution ETC","0.1007","London Stock Exchange","LSE","etf",
"USPX","Franklin U.S. Equity Index ETF","46.74","New York Stock Exchange Arca","AMEX","etf",
"DZK","Direxion Daily MSCI Developed Markets Bull 3X Shares","44.21","New York Stock Exchange Arca","AMEX","etf",
"ESIS.L","iShares MSCI Europe Consumer Staples Sector UCITS ETF","4.7875","London Stock Exchange","LSE","etf",
"C40.PA","Amundi Index Solutions - Amundi CAC 40","130.08","Paris","EURONEXT","etf",
"TDTT","FlexShares iBoxx 3-Year Target Duration TIPS Index Fund","23.41","New York Stock Exchange Arca","AMEX","etf",
"FCAN","First Trust Canada AlphaDEX Fund","20.71","NASDAQ Global Market","NASDAQ","etf",
"UIMF.DE","UBS (Lux) Fund Solutions – MSCI Europe UCITS ETF","15.926","Frankfurt Stock Exchange","XETRA","etf",
"KDFI","KFA Dynamic Fixed Income ETF","20.895","New York Stock Exchange Arca","AMEX","etf",
"SC0U.F","Invesco STOXX Europe 600 Optimised Banks UCITS ETF","77.19","Frankfurt Stock Exchange","XETRA","etf",
"WLDS.L","iShares MSCI World Small Cap UCITS ETF","5.558","London Stock Exchange","LSE","etf",
"BINC","Blackrock Etf Trust II - Flexible Income ETF","52.04","New York Stock Exchange Arca","AMEX","etf",
"SPDV","AAM S&P 500 High Dividend Value ETF","30","New York Stock Exchange Arca","AMEX","etf",
"SPTS","SPDR Portfolio Short Term Treasury ETF","28.73","New York Stock Exchange Arca","AMEX","etf",
"CSHI","Neos Enhanced Income Cash Alternative ETF","49.87","New York Stock Exchange Arca","AMEX","etf",
"XDCH.SW","Xtrackers DAX ESG Screened UCITS ETF","21.085","Swiss Exchange","SIX","etf",
"GGRO.TO","iShares ESG Growth ETF Portfolio","52.9","Toronto Stock Exchange","TSX","etf",
"DHS.L","WisdomTree US Equity Income UCITS ETF","1772.9","London Stock Exchange","LSE","etf",
"X13G.DE","Amundi Index Solutions - Amundi Govt Bond Lowest Rated Euro Investment Grade 1-3","111.33","Frankfurt Stock Exchange","XETRA","etf",
"ECAR.MI","iShares Electric Vehicles and Driving Technology UCITS ETF","7.294","Milan","MIL","etf",
"600X.AS","SPDR STOXX Europe 600 SRI UCITS ETF","31.75","Amsterdam","EURONEXT","etf",
"PSWD","Xtrackers Cybersecurity Select Equity ETF","28.63","NASDAQ Global Market","NASDAQ","etf",
"SHYG","iShares 0-5 Year High Yield Corporate Bond ETF","42.03","New York Stock Exchange Arca","AMEX","etf",
"EPS","WisdomTree U.S. Earnings 500 Fund","55.9152","New York Stock Exchange Arca","AMEX","etf",
"EXSH.DE","iShares STOXX Europe Select Dividend 30 UCITS ETF (DE)","17.508","Frankfurt Stock Exchange","XETRA","etf",
